,gini,rf_imp,mean_log2FC,gini_n,rf_imp_n,score
ILMN_1689098,0.15192586111550754,0.0016105263157894728,-1.030662100009569,0.5273351680027808,0.10993891557218258,0.3186370417874817
ILMN_2307903,0.1776486413257123,0.0,0.748527394764111,0.6354745238469648,0.0,0.3177372619234824
ILMN_1704056,0.17752489693085372,0.0,0.5944147857532803,0.6349542986209208,0.0,0.3174771493104604
ILMN_3238986,0.17748223754106454,0.0,-0.9418076935818908,0.63477495723967,0.0,0.317387478619835
ILMN_1788180,0.17730927953423664,0.0,1.1504082616099653,0.6340478364815864,0.0,0.3170239182407932
ILMN_1660629,0.09693871513557825,0.0049475107450860124,0.5587746631007293,0.29616752215007236,0.33773056718408734,0.31694904466707985
ILMN_1748983,0.17723543087275345,0.0,-0.8664087838592179,0.6337373744468652,0.0,0.3168686872234326
ILMN_1759117,0.17715901165542924,0.0,-0.814382599364655,0.633416105716657,0.0,0.3167080528583285
ILMN_1728331,0.1752797522378197,0.00010426170611764955,-0.796113445891241,0.6255156415668374,0.007117188209781695,0.3163164148883095
ILMN_1755582,0.16563598498130494,0.0006899473579126268,-1.0466857270716057,0.584972948649957,0.04709768700278851,0.31603531782637273
ILMN_1748915,0.17499010798892647,9.975260737455869e-05,0.3703854360402916,0.6242979682732305,0.006809384840682259,0.3155536765569564
ILMN_1821876,0.17660217696814476,0.0,-0.7922373463693223,0.6310751556365116,0.0,0.3155375778182558
ILMN_1678435,0.08365964600322343,0.005705875864624981,-0.5240100110930723,0.24034190880468628,0.38949863705819765,0.314920272931442
ILMN_2367883,0.1592248726747385,0.001036567483806958,0.732797047984547,0.5580204361528136,0.0707589214593247,0.31438967880606916
ILMN_1794829,0.17601441163990608,0.0,-0.7715587002817713,0.6286041721944472,0.0,0.3143020860972236
ILMN_1672022,0.1759486683586519,0.0,-1.0222851219569042,0.6283277854264613,0.0,0.31416389271323064
ILMN_2135258,0.16383996770258047,0.0007427696370462102,1.3569913920341268,0.5774224370015606,0.05070347973592408,0.3140629583687423
ILMN_1658576,0.17556862974027088,0.0,-1.3096798634803533,0.6267300914349179,0.0,0.31336504571745893
ILMN_1736178,0.17226655299672808,0.00020326334222542256,1.3477662958763101,0.6128480596686504,0.013875309705129658,0.31336168468689
ILMN_1711078,0.17515605766721634,0.0,1.4847153602056034,0.6249956258034883,0.0,0.31249781290174417
ILMN_1690397,0.17498391570465308,0.0,-1.3561641187025968,0.6242719357204871,0.0,0.31213596786024356
ILMN_1769369,0.17318706369516337,0.00010748720975993697,-0.5579800039370303,0.6167179148383876,0.007337369879047605,0.3120276423587176
ILMN_1758067,0.17476859222838956,0.0,-1.5681930548052836,0.6233667092313213,0.0,0.31168335461566066
ILMN_1760556,0.1747513912729028,0.0,-0.6641414441756547,0.6232943958876219,0.0,0.31164719794381096
ILMN_2218780,0.17114044278090265,0.00021865715983363038,-0.9857220638142867,0.6081138578306777,0.014926133648687973,0.31151999573968286
ILMN_1656560,0.1648664996017271,0.0005973042894314904,-1.22383213923334,0.5817380085463186,0.04077361866299059,0.3112558136046546
ILMN_3199634,0.17446559217899,0.0,0.9610787295581747,0.6220928877433226,0.0,0.3110464438716613
ILMN_1716563,0.17441863612898026,0.0,-1.1869628637699832,0.621895483070906,0.0,0.310947741535453
ILMN_1663195,0.11149644005411842,0.0038743595009996567,1.12549261594848,0.3573686435834086,0.2644743385443468,0.3109214910638777
ILMN_1669523,0.15777549435173954,0.001010053070703269,1.011978150429153,0.551927205291188,0.06894897535967123,0.3104380903254296
ILMN_2354547,0.17412374307069814,0.0,-0.8249599542660566,0.620655743621867,0.0,0.3103278718109335
ILMN_2049274,0.17411289665507756,0.0,-1.166952987927696,0.6206101449583928,0.0,0.3103050724791964
ILMN_1805064,0.17407679631841594,0.0,0.5608875533341392,0.6204583780373818,0.0,0.3102291890186909
ILMN_1785902,0.17407560352613574,0.0,-0.5883634420210236,0.6204533635021028,0.0,0.3102266817510514
ILMN_3243606,0.17373518480182448,0.0,-0.8040412867481179,0.6190222327587116,0.0,0.3095111163793558
ILMN_3232889,0.17370654748632794,0.0,0.9280999320069577,0.618901840607257,0.0,0.3094509203036285
ILMN_3251217,0.17350481342646507,0.0,0.7790190583855584,0.6180537444408578,0.0,0.3090268722204289
